,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
970,Senior Data Analyst,$53K-$94K (Glassdoor est.),"Integrate is a rapidly growing, venture-backed enterprise SaaS business that helps B2B marketers grow revenue and reduce costs. We unify demand marketing channels into a single, powerful platform that help organizations achieve quantifiable business outcomes.

We have a top-tier client list that includes Dell, Cisco, Salesforce, VMWare, Rackspace, Microsoft and more. Our name defines our purpose. We believe in a better and more efficient world for B2B marketers.
Quick Hits:
- 9+ Years Old
- 275 Employees
- $80M in Funding

The Senior Data Analyst is essential to drive data integrity, accuracy, completeness, and value of our business information. The role will own the creation of data measures and there associated dimensional attributes that are distributed to stakeholders. In addition, this role will help to integrate/define enterprise data and distribute their definitions to ensure that stakeholders understand how to use the data for their specific purposes.
What You'll Do:
Develop strong partnerships with stakeholders to gather, understand and define data and reporting requirements, including development of multiple iterations to arrive at best solution to meet current/future needs
Collaborate with system and business owners to understand and define the underlying data and meaning to the associated business and system processes
Create SSAS in-memory databases in Visual Studio, along with the associated measures, definitions, relationships, and reprocessing routines
Be the custodian of enterprise data definitions. Document, distribute, and continually improve the overall use of data terminology
Manage enhancement/project list to establish a roadmap and meet critical deadlines essential to the business
Develop Power BI and Excel solutions that will provide answers to business leadership questions
Consistently researching and learning new abilities in the Power BI ecosystem to enhance current and future solution development
Improve database performance through review of tables, partitions, and its indexing to support standard data loads and queries
Create custom data integrations with various business SaaS purchases (like Workfront and Zuora) through Azure Data Factory where data can be pulled from SaaS APIs via Python, etc. and moved into SQL Server
What You Offer:
2+ years of experience working with Microsoft SQL Server Analysis Services and Power BI
Understanding of how to use a Data Warehouse to obtain data for Power BI/Excel solutions through Analysis Services
Strong experience with Visual Studio to develop Analysis Services solutions and deployment of SSAS models into Azure
Data gathering, reporting, and analytical thinking skills
Ability to work independently or within a team environment
Drive and desire to learn and grow quickly with the pace of Microsoft product improvements
Strong interpersonal skills
Integrate In The News:
Integrate Named Top Tech Startup in Phoenix
Integrate Acquires Akkroo
Integrate Acquires ListenLoop
Why Four MarTech CEO's Bet Big on Integrate
Typical Office Environment: Requires extensive sitting with periodic standing and walking. May be required to lift up to 35 pounds unassisted. May be required to lift over 35 pounds using assistive device and/or team lift. Requires significant use of personal computer, phone and general office equipment. Needs adequate visual acuity, ability to grasp and handle objects. Needs ability to communicate effectively through reading, writing, and speaking in person or on telephone.",4.4,"Integrate
4.4","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1
971,Data Warehouse Analyst II-ST,$53K-$94K (Glassdoor est.),"Rethink what’s possible with SwitchThink! SwitchThink Solutions is an IT Services CUSO from Desert Financial.

As a collaborative partner for innovation, SwitchThink Solutions offers technology solutions that help credit unions achieve their transformational goals. Our knowledgeable development, infrastructure, and IT operations experts work hand-in-hand with our clients to maximize the benefits of their technology and speed their results.

Who you are:

A hardworking analyst with a flair for consulting with and supporting clients with their enterprise reporting, data integration, and data analytic needs, including the development of dashboards. You are motivated by the opportunity to work closely with clients to analyze and interpret data in support of identifying market and business trends, conduct root cause analyses of business problems and provide strategic suggestions for improvement.

A typical week might include the following:

Consulting with clients to understand their unique business problems, then with the utilization data recommending solutions that will ultimately assist in solving the business problem by defining data/reporting requirements and goals.

Designing and developing solutions using Power BI and Jaspersoft, that enable clients to make decisions based on data utilizing dashboards and self-service reports

Providing support with troubleshooting and resolving reporting, dashboard related issues

Performing other job-related duties as assigned.

This role might be right for you if you have:

High School Diploma or Equivalent

5+ years experience in business intelligence role; collecting requirements and report development

Experience with SQL or PostgreSQL
Visa Sponsorship:
We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas, i.e. H-1B or TN Visas.

Bonus Points:

A Bachelor's Degree in computer science, math or related field

Experience working with Talend or similar ETL tools

Experience working in a DB2 environment

Financial Services Industry quantitative/ analysis/ reporting

About Us

We are considered leaders in the local credit union space, and we are growing like crazy. We’ve got a culture focused on smarts, kindness, continuous learning...and our people love it. A full 93% of our employees would recommend us to their friends. Come find out why! Learn more at jobs.desertfinancial.com.

We are proud to be an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1
972,SQL Developer/Data Analyst,$53K-$94K (Glassdoor est.),"At Corbins Electric, we believe people are first! Our teammates, our partners, and our customers can expect that we genuinely care to serve them and look out for their best interests. Our culture is built on the cornerstone of our Core Values – Passion, Relationships, Innovation, Development and Excellence! They set our expectation of each and every employee and are integrated in everything we do. As one of the largest electrical contractors in the Southwest and an industry leader in virtual construction, fabrication, electrical construction, and electrical service, we continually look for people who share in our Core Values to better themselves and contribute to our mission of changing the construction industry as empowered thought leaders.
As the SQL Developer/Data Analyst you will be providing cutting edge analysis of financial and construction data. You will work with key stakeholders to design processes and present data in a meaningful way to help drive business decisions. You will design the database structure and basic workflows for reimagined processes while ensuring data integrity. You will get the opportunity to drive the entire process from start to finish: inception to finished product that we put in our users hands.

Build databases and write database transactions
Develop database structures to accurately and efficiently store data from new or existing processes
Develop the front end for basic CRUD apps to map these in a platform called Xalt (rapid app development platform) using the database structures created
Build Basic UI components to display data and processes in Xalt
Develop SQL stored procedures that produce and manipulate data in a useful way
Utilize different data sources to provide connected data analysis
Develop SQL analysis queries to produce insights about the company
Continuously work with key stakeholders to clean up data and streamline data analysis

Advanced skill in T-SQL, stored procedures, and common table expressions (CTE)
Ability to develop appropriate relational database structures given requirements
Ability to work with different data sources and consolidate the information
Understanding of object oriented design concepts
Understanding of programming paradigms and best practices
Basic UX/UI understanding
Passionate to understand business environments and translate business needs into technical requirements to provide technical solutions for the business.
Enjoys working with key stakeholders and business leaders to develop requirements and adept at communicating technical ideas to non-technical audiences”
Ability to handle multiple tasks in a detailed efficient manner
Enjoys working in a team environment
PowerBI or other data visualization experience is preferred, but not required
Education/Certifications
Bachelor’s degree in Computer Science or related field",3.7,"Corbins Electric
3.7","Phoenix, AZ","Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),"DP Electric, Helix Electric, Wilson Electric",-1
973,Jr. Analyst Data/Reporting,$53K-$94K (Glassdoor est.),"Location Phoenix, AZ Description Our client is currently seeking a Jr. Analyst DataReporting position for the Phoenix, AZ area. Candidate should be Local. For immediate consideration email copy of current resume to Amanda at ajauriguejudge.com. This job will have the following responsibilities Manage 1-3 mid-sized projects in a fast-paced, dynamic environment. Manage business and technical deliverables to the project budget and timeline throughout the various project phases. Develop and document project plans, budgets and schedules. Identify and document the roles, tasks, and responsibilities of the project team. Must have strong project management and project planning experienceknowledge with demonstrated ability to drive projects to successful completion. Solid experience and understanding of Agile Scrum andor Rational Unified Process Methodology. Expert knowledge of MS Project is required. Familiarity with MS Office 2010, Clarity, SharePoint, and Team Foundation Server desired. Strong knowledge of Visio and PMP certification is a plus. Background experience in the financial services industry and experience with Iterative Development methodologies is highly desirable. Requirements -Part of DAG Project (Data Assurance Governance). This person will be working on a project that is essentially converting over old DBs to their new DBs, they will need to work through a list of DBs on a monthly basis and build a list the ones that they are able to convert over based on the criteria provided to them. This info will be sent over to the DBA teams who will do the more technical work. - They Will Need Strong Experience with Excel including VLookups, Pivot Tables and Macros would be a plus. Experience working with Data and Analytics - help analyze the DBs on what needs to be done for a list of users or access. Experience with reporting (Tableau might be a plus but they don't need it) Strong experience with documentation - as they will be ensuring all of the proper steps are taken before the DB is set to convert. Strong communication skills- assertive attitude. Assist the Project Manager on the team if she has tasks this person can help offset. Qualifications Requirements 2 or more years of experience in large, complex and cross functional projects, with emphasis on systems, technologies, business process redesign, and knowledge of technical environment. Familiarity with Identity and Access Management practices and tools. Demonstrated analytical work with a track record of fully understanding business process requirements and use cases. Excellent written and verbal communication skills, interpersonal and collaborative skills, and the ability to communicate security and risk-related concepts to technical and non-technical audiences. Critical thinker with strong problem-solving skills. Strong interpersonal, analytical, problem-solving, influencing, prioritization, decision-making and conflict resolution skills. Excellent writtenverbal communication skills. Strong knowledge of MS Office tools (Excel, MS Word,Visio, etc.) tool along with general familiarity with Outlook and other MS Office applications is also required Contact ajauriguejudge.com mailtoajauriguejudge.com?subjectJr.20Analyst20Data2FReporting This job and many more are available through The Judge Group. Find us on the web at www.judge.com httpwww.judge.com",3.5,"The Judge Group, Inc.
3.5","Phoenix, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1
974,Senior Data Analyst,$53K-$94K (Glassdoor est.),"Job Description


Here at Discount Tire, we celebrate the spirit of our people with extraordinary pride and enthusiasm. As America’s largest independent tire retailer, specializing in tires & wheels, we have over 1,000 store locations and continue to grow every year. Our consistent growth over the last 60 years, the loyalty of our customers and passion of our people makes Discount Tire a great place to work.

Even more exciting, Discount Tire is predicting, embracing and driving the changes expected in the Automotive Industry. In particular, Data and Analytics are seen as our competitive advantage. As a Senior Data Analyst, you will be central in helping our company Executives address short term and long-term opportunities to support with strategic data-oriented, actionable insights and solutions related to Discount Tire’s complex business involving large numbers of people, properties and digital assets. We sell tires and wheels from around the world to millions of customers in our stores and through our website. Unlike traditional retail, customers expect us to do more than simply sell them, tires and wheels. We service their vehicles too, making for even more interesting & complex analytics challenges. Additionally, you will collaborate with a multi-disciplinary team of solution architects, engineers and data scientists on a wide range of business problems. Business groups supported include, but not limited to, store operations, real estate, and finance. In this role, you will actively be involved in shaping the company strategy.

As a Senior Data Analyst, you will collaborate with a large, multi-disciplinary team of data engineers, data analysts, and data scientists on a wide range of business problems. You will not only work on multiple projects to provide value to the customers but are also routinely involved in helping to building our internal capabilities to have an edge in the analytics industry. We work on providing solutions to a wide range of internal customers across the organization including senior executives to middle management coming from various domains including, but not limited to retail, manufacturing, store operations, automotive, real estate, or services.

Essential Duties and Responsibilities:
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed.
Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Work on advanced analytics areas like deep learning and complex statistical data analysis
Interaction with team, stakeholders and in person meetings towards making business recommendations based on data with effective presentations of findings, visual displays of quantitative information
Develop analysis, forecasting and optimization methods/models to provide business insights and solutions to key stakeholders; applies methodologies to future strategic decisions, including but not limited to store operations, finance, human capital management.
Oversees the activities of the junior data analysts
Oversees and conducts the conversion of data into insights that will lead to informed business decisions. He works directly with stakeholders and the business’s top management and executives within the assigned departments.
The Senior Data Analyst will have to handle multiple simultaneous tasks, prioritize work, and remain functional under pressure, and aggressive timelines.

Job Requirements


Required Qualifications of the Senior Data Analyst

Experience:
The Senior Data Analyst position is an advanced data role that requires extensive experience with a minimum of 5 years of industry experience as a Business/Data Analyst with 3-5 experience in data analysis using tools such as SQL, preferably work in a fast-pace and dynamic business setting.
This individual will have had experience working in report creation, modeling and trend forecasting.
Understanding of Scripting experience in (Python, Perl, JavaScript, Shell); Practical knowledge of data in various forms (data warehouses/SQL, unstructured data environments/PIG, HIVE, Impala);
Strong working knowledge with BI reporting tools (i.e. Tableau, Business Objects. MicroStrategy is preferred or any other data visualization tool)
Proficient using MS Word, MS Excel, PowerPoint, which are all necessary for the creation of visually and verbally engaging reports, for the various assigned departmental heads, managements, and stakeholders including senior executives.
Demonstrated knowledge of data governance, data quality management concepts and data quality tools (i.e. Informatica DQ)
Understanding of Agile development methodologies, software design patterns, network design and architecture
Experience in quantitative analysis and statistical modelling.
A clear understanding of key reporting and analytics, general ledger management, and data warehousing are needed.
The role of a senior data analyst involves working with people.
Communication Skill: Excellent verbal, written and presentation communication skills. The Senior Data Analyst will need communication skills with collaborating with peers and stakeholders. Business Acumen is essential.

Analytical Skills: A candidate for this position must demonstrate a deep interest in research and data analysis, drawing actionable insights form raw data and information to help further the business’s cause. The candidate will be skilled in statistical and econometric modeling, performing quantitative analysis, and technological data mining and analysis techniques.

Interpersonal Skills: The candidate must further possess certain personal traits that make him even more suited for the role. The candidate will have an entrepreneurial mindset being willing to be accountable for the business’s performance, he will have exceptional attention to detail, have an ability to handle multiple tasks and meet tight deadlines, have creative and innovative problem solving skills, be self-motivated and proactive, and demonstrate calmness during time of uncertainty and stress.

People Skills: This is very interactive role and to effectively execute his duties he must have a natural ability to get along with people and establish strong and meaningful relationships with others. This will guarantee collaborative personnel, departmental heads/management, and key stakeholders gain trust in his abilities and that junior data analyst personnel readily follow in his/her directives and trust in his/her judgments and insights.

Specialized Knowledge, Skills, and Abilities
Advanced experience with statistical software (e.g., R, Python) and database languages (e.g., SQL).
Advanced experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.
Demonstrated skills in selecting the right statistical tools given a data analysis problem
Demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques.
Experience in AI / Deep Learning for text/image/video analytics preferred
Experience in Cloud Computing and data streaming preferred
SQL and relational database knowledge are required
Educational Requirements:

A Master’s degree in a quantitative discipline (e.g., analytics, statistics, computer science, data science, economics, mathematics, physics, electrical engineering, industrial engineering, or other STEM fields)

Work Days:

Normal work days are Monday through Friday. Occasional Saturdays and Sundays may be necessary.

Work Hours:

Normal work hours are 8:00 a.m. to 5:00 p.m. Additional hours may be necessary.

Apply
Not ready to",4.0,"Discount Tire
4.0","Scottsdale, AZ","Scottsdale, AZ",10000+ employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Big O Tires, Les Schwab Tire Centers, Pep Boys",-1
975,Data Warehouse Analyst III,$53K-$94K (Glassdoor est.),"Rethink what’s possible with SwitchThink! SwitchThink Solutions is an IT Services CUSO from Desert Financial.
As a collaborative partner for innovation, SwitchThink Solutions offers technology solutions that help credit unions achieve their transformational goals. Our knowledgeable development, infrastructure, and IT operations experts work hand-in-hand with our clients to maximize the benefits of their technology and speed their results.
Who you are:
A hardworking analyst with a flair for consulting with and supporting client with their enterprise reporting, data integration, and data analytic needs, including the development of dashboards. You are motivated by the opportunity to work closely with clients to analyze and interpret data in support of identifying market and business trends, conduct root cause analyses of business problems and provide strategic suggestions for improvement. You are a proactive thinker that is focused on identifying services and solutions that can enhance the offering we present to clients.
A typical week might include the following:
Consulting with clients to understand their unique business problems, then with the utilization data recommending solutions that will ultimately assist in solving the business problem by defining data/reporting requirements and goals.
Designing and developing solutions that enable clients to make decisions based on data utilizing dashboards and self-service analytical reports
Providing support with troubleshooting and resolving reporting, data warehouse and ETL related issues
Assisting in establishing best-practices and development of content that improve the efficiency and adoption of the data platform in ways that support strategic initiatives and drive business results.
Planning for future state of the environment to increase functionality, improve efficiencies, support refresh cycles, and/or reduce operational costs
Performing other job-related duties as assigned.
This role might be right for you if you have:
A Bachelor's Degree in computer science, math or related field
8+ years experience in business intelligence role
Strong understanding of relational database structures, theories, principals, and practices
Experience working with Talend or similar ETL tools
Visa Sponsorship:
We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas, i.e. H-1B or TN Visas.
Bonus Points:
5+ years of experience in a quantitative/analysis/reporting role within the Financial Services industry
5+ years building dashboards and reports in Power BI or similar platform
Experience working in a DB2 environment
Experience working with Python or another scripting language
About Us
We are considered leaders in the local credit union space, and we are growing like crazy. We’ve got a culture focused on smarts, kindness, continuous learning...and our people love it. A full 93% of our employees would recommend us to their friends. Come find out why! Learn more at jobs.desertfinancial.com.
We are proud to be an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
#IND456",3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1
976,Data Analyst,$53K-$94K (Glassdoor est.),"Ref ID: 00215-0011486780Classification: Data Analyst

Compensation: $20.90 to $23.00 hourly

We are hiring for a large financial institution in North Phoenix...please apply if you meet the qualifications. Responsible for examining and analyzing programs, processes, claims, documentation and/or files of unusual, complex and/or higher risk transactions to ensure compliance with internal company requirements and/or agency or government regulations. Clearly communicates overall process or transaction quality and provides feedback to appropriate contacts regarding identified material deficiencies or issues including identification of inconsistencies. Analyzes risks and offsets and develops solutions for problems identified. Acts as mentor to lower level team members and may assist with their development. Provides support for exam management activities and any other initiatives as needed. 4+ years experience in one or more of the following: quality assurance; operations; loan documentation; loan servicing; or underwriting.

Job Requirements:
QA - Quality Assurance, Analysis

Accountemps, a Robert Half Company, matches highly skilled professionals with accounting finance jobs on a temporary and temporary-to-hire basis. From accounting clerks and bookeepers to accounts payable and staff accountants, we provide you with access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the legal opportunities that match your skills and priorities fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.

From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNEs Most Admired Companies list every year since 1998.

Download our mobile app to take your job search on the go!

Contact your local Accountemps office at 888.490.3195 or visit www.roberthalf.com/jobs/accountemps to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2020 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.",3.5,"Robert Half
3.5","Phoenix, AZ","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1
977,Data Analyst,$53K-$94K (Glassdoor est.),"The Data Analyst is responsible for providing accurate, complete and meaningful reports and analysis used for business management and decision making. The Senior Data Analyst works closely with department and/or functional managers to determine report requirements, build reports, and quality test them prior to distribution. The Senior Data Analyst also provides support with project management services for large data projects.

Essential Job Functions
• Develops and deploys reporting and analysis that is accurate, complete and properly summarized to aid in management of business and management decision making. Responsible for extracting and summarizing data from JDE and other corporate systems.
• Has expert knowledge of JDE tables and field usage. Has thorough knowledge of other corporate software, programs and data tools. Assists managers with report design and development. Tests reports and ensures that they perform as expected.
• Understands flow of data internally and in relation to the General Ledger.
• Produces weekly, monthly, and quarterly trend and activity reports as well as other operational and management reports. Ensures that reports are produced per scheduled timelines for review by functional management teams.
• Analyzes large amounts of data and investigates and researches anomalies. Works with department and/or functional teams to correct issues when identified.
• Works with IT Business Intelligence team to design, test and deploy MRE reports for general usage.
• Provides support to management to produce reports and analyze large amounts of data as part of acquisitions or other special projects.
• Produces ad-hoc reporting as assigned.

TekCom Resources, Inc. is proud to be an Equal Opportunity Employer and values diversity. All employment is decided on the basis of qualifications, merit and business need. We are compliant with the Fair Chance Ordinance as applicable, and will consider all qualified applications for employment.",4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
978,Data Analyst,$53K-$94K (Glassdoor est.),"Bigger challenges. Bolder ideas. Global impact. At Viasat, we're on a mission to deliver connections with the capacity to change the world. We're the company behind the world's fastest satellite internet service, with technology that's helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide. We're looking for passionate, innovative professionals to join our team and connect the world to more. You'll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new ideas and uncompromising in our quest to become the world's first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.Job ResponsibilitiesAs a Data Analyst on the Business Operations team, you will provide analytics and insights into manufacturing and business systems in support of broad program areas across Viasat. A significant amount of this role's responsibility is aggregating, cleansing, joining, and storing data from varied sources. The talented individual in this position will develop analytical models while automating reporting and bringing the data visualization to life by building dashboards for stakeholders to use. The Data Analyst will perform data analyses encompassing in a range of analytic capabilities including but not limited to: statistical analysis, regression, time-series analysis, control charting, simulation, and other mathematical techniques.Responsibilities include:Parse and manipulate raw data leveraging tools including R, Python, Tableau, Alteryx, Pentaho or Informatic with a strong preference for PythonIngest, understand, and fully synthesize large amounts of data from multiple sources to build a full comprehension of the storyAnalyze large data sets, while finding the truth in data, and develop efficient processes for data analysis and simple, elegant visualizationDevelop and automate daily, monthly, quarterly reporting for multiple business areas within ViasatIdentifies data gaps, researches methods to fill these gaps and provide recommendationsGather and analyze facts and devise solutions to administrative problems Monitor big data with Business Intelligence tools, simulation, modeling, and statisticsExperience building intuitive and actionable dashboards and data visualizations that drive business decisions (Tableau or similar) Requirements3-5 years SQL experience3-5 years data analysis experience with emphasis in reporting 2-3 years Python experience in data cleansing, statistics, and data visualization packages (i.e. pandas, scikit-learn, matplotlib, seaborn, plotly, etc.)Strong statistics/SPC background 2-3 years Tableau experience or equivalent with data visualization toolsBackground in data visualization and decision support leveraging open source libraries/packages and third-party tools (Tableau or similar)Excellent judgment, critical-thinking, and decision-making skills; can balance attention to detail with swift executionAble to identify stakeholders, build relationships, and influence others to drive progressExcellent analytical and problem solving skillsStrong oral and written communication skillsStrong statistical backgroundBachelors degree in a related fieldUp to 10% of travelUS Citizenship is requiredPreferencesStrong preference for personal projects and work in Python Data Science experienceAlteryx experience preferredOracle EBS experience desiredOracle Business Intelligence (OBIEE) highly preferredExperience in Data Science and developing machine learning algorithmsTo learn more about this site and other office locations, please click here!_______#LI-CSI
Additional requirements
Minimum education:
BA/BS
Years of experience:
3-5 years
Travel:
Up to 10%
Citizenship:
US Citizenship Required
Clearance:
None
PDN-VSAT5580-1",4.1,"Viasat
4.1","Phoenix, AZ","Carlsbad, CA",5001 to 10000 employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),"Harris, Gogo, Inmarsat",-1
979,Business Data Analyst,$53K-$94K (Glassdoor est.),"What We Are Looking For

NEP is currently seeking a dynamic individual to become part of our Analytics team as a Business Data Analyst.

This position is responsible for fulfilling the information requests of key decision makers within the University by directly querying against the SQL database, ensuring the accuracy and relevance of that information, and providing access to information in a seamless and timely manner in the form of data extracts, SSRS reports, BI Reports, dashboards, and analytics. The Business Data Analyst interprets results using a variety of techniques, ranging from simple data aggregation to complex data mining. Designs, develops, implements and maintains business solutions. This position also fulfills information and data requests from external stakeholders.

NEP will not sponsor applicants for work visas or STEM-OPT.

Essential Functions
Uses Structured Query Language (SQL) to gather and assess data from the reporting database, transactional database, operational data store, and external systems to assist university leadership in decision making.
Supports the University’s continuous quality improvement efforts through the use of performance metrics development and monitoring.
Continually assesses data quality throughout the database and coordinates with IT in the correction of source data or creation of translation sources, where applicable.
Continually researches and identifies best practices for business data analysis via published literature, formalized training and professional development efforts.
Authenticates and interprets data based on results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining.
Communicates and disseminates the results of information gathering using BI software, SSRS, and Excel.
Collects and reports data in adherence to Federal and State reporting requirements.
Perform other duties as assigned
Reasonable and consistent attendance to fulfill requirements of the position
Knowledge, Skills, and Abilities
Expert in SQL query writing.
Familiarity with push button reporting solutions – Microsoft SQL Server Reporting Studio (SSRS) highly preferred.
Proficient in Visual Studio.
Expert in Excel pivot tables and charts.
Ability to work closely with business owners to determine meaningful metrics and fulfill reporting needs.
Ability to work closely with IT to develop database structure.
Work with senior leadership to create and analyze reports and ad hoc data requests for decision making.
Skill in operating equipment, such as personal computer, fax, copier, phone system.
Ability to work in a team-oriented environment.
Ability to communicate clearly to a variety of constituents in both verbal and written communication.
Attention to detail, highly organized, and ability to execute multiple initiatives within budgeted timeframes.Proficient with Microsoft Word and other applications in the Microsoft Office suite
Education and Experience
Bachelor's degree with focus in business or related field required
Minimum of 2-3 years of experience conducting data analyses, developing metrics, and creating reports required
Proficient in query design, generation, and reporting; SQL and SSRS (2008 SQL Server Reporting Services) required.
Experience with the online delivery of education preferred.
Experience in higher education preferred
Experience working in a technology-driven enterprise preferred
All skills, abilities and education will be considered for minimum qualifications
Physical Demands

The physical demands described here are representative of those that must be met by a team member to perform the essential functions of this job successfully. The physical requirements for performing the essential functions of this position require the team member to be able to:
Able to sit, stand, kneel, walk, and reach.
Able to lift, push, pull, and/or move up to 20 pounds.
Hear well enough to communicate with others.
Read a computer screen and written material.
Write, type, and use phone system.
Working Conditions

This position operates in a professional office environment or remote. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines.

• Good working environment with the absence of disagreeable conditions.

• The noise level in the work environment is usually moderate.

• Regular and reliable attendance is required.

NEP will not sponsor applicants for work visas.

Who We Are

National Education Partners (NEP) provides premier online program management (OPM) services for leading educational institutions. NEP offers a rich history of delivering traditional academic operations support in areas such as finance, human resources, enrollment, financial aid, marketing, information technology and much more. Today, NEP is the OPM of record for Northcentral University (NCU), which offers doctoral, master’s and bachelor’s degrees in business, technology, education, and psychology, as well as doctoral and master’s degrees in healthcare and marriage and family therapy. NEP also provides online services to John F. Kennedy University. Both NEP and NCU are part of the National University System, a system of nonprofit universities with its headquarters in La Jolla, California.",4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1
980,Data Analyst,$53K-$94K (Glassdoor est.),"Job Description
Data Analyst

Parker & Lynch is currently conducting a direct hire search for a Data Analyst in Phoenix, AZ. Our client is seeking an experienced Analyst who wants to leverage their analytical and technical skills to make an immediate and meaningful impact on the business. If you are looking for a company that has a culture including arcade games, nap pods, strong philanthropy ties, and work-life balance, this might be your dream job!

Responsibilities:
Working closely with stakeholders across the organization to best understand their reporting and analysis needs.
Help make company-wide data driven decisions.
Create powerful visualizations and dashboards in Tableau and Excel.
Collaborate with company leaders to design systems to capture data to drive future decisions and help prioritize engineering efforts around proposed technology solutions.
Qualifications:
1-5 years of data or business analyst experience.
Strong SQL knowledge.
Experience with Excel and Tableau.
Experience with R and Python is a plus.
Education:
Bachelor’s Degree required.
If you feel that you are a good fit for this position in Phoenix, AZ- apply today at www.parkerandlynch.com",3.6,"Parker & Lynch
3.6","Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
981,Data Analyst,$53K-$94K (Glassdoor est.),"6777722
Silicon Valley Bank Banking SAS/Python Data Analyst 6+ 2 Tempe AZ AZ 85281 responsible for data requirement and insight generation for the commercial banking customer
- Able to work independently
-PL/SQL
-Knowledge on Tableau",3.0,"The Accuro Group
3.0","Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
